Index,Time,field.velocity_x,field.velocity_y,field.velocity_z,field.dvl_roll,field.dvl_pitch,field.dvl_yaw,field.depth_data,field.depth_rate,field.roll_data,field.pitch_data,field.yaw_data,field.yaw_rate_data,field.lat,field.long,field.gps_status,field.navigasi_north,field.navigasi_east,field.navigasi_depth,field.voltage,field.current,field.humidity,field.temperature,field.pressure,field.surge,field.des_mm,field.cur_mm,field.roll_sp,field.servo_position,field.yaw_sp,field.internal_volume,field.bow_percentage
1.6971E+18,3.700119808,-0.064099997,0.0139,0.0032,4.610000134,10.36999989,10.5,-0.089862924,-0.006012076,4.193454411,6.013727444,348.1184206,-0.233024943,-6.88668374,107.6107022,-1,-1.751623066,3.283035856,0.091671484,21.23455048,1700,61.40000153,35.29999924,-2.96875,0.065589783,162.9333718,159,0,0,0,202.5,0.300000012
1.6971E+18,3.800119808,-0.064099997,0.0139,0.0032,4.610000134,10.36999989,10.5,-0.090885739,-0.006385732,4.182979275,5.945612576,348.1327713,-0.236060847,-6.886683449,107.6107025,-1,-1.751623066,3.283035856,0.091671484,21.19524193,2126,61.40000153,35.29999924,-2.96875,0.065589783,162.9333718,159,0,0,0,205,0.300000012
1.6971E+18,3.900349952,-0.064099997,0.0139,0.0032,4.610000134,10.36999989,10.5,-0.088840108,-0.005642549,4.13688799,5.742225962,348.2238502,-0.456411391,-6.886683149,107.6107028,-1,-1.751623066,3.283035856,0.091671484,21.19524193,2126,61.40000153,35.29999924,-2.96875,0.065589783,162.9333718,162,0,0,0,205,0.300000012
1.6971E+18,4.003609856,-0.064099997,0.0139,0.0032,4.610000134,10.36999989,10.5,-0.087817292,-0.001738569,4.100235689,5.614024059,348.3263277,-0.52773418,-6.886682842,107.6107032,-1,-1.751623066,3.283035856,0.091671484,21.19524193,2126,61.40000153,35.29999924,-2.96875,0.065589783,162.9333718,162,0,0,0,205,0.300000012
1.6971E+18,4.100759808,-0.064099997,0.0139,0.0032,4.610000134,10.36999989,10.5,-0.08577178,-0.005002215,4.073215423,5.548043426,348.3847691,-0.651024555,-6.886682526,107.6107035,-1,-1.751623066,3.283035856,0.091671484,21.19524193,2126,61.40000153,35.29999924,-2.96875,0.065589783,162.9333718,162,0,0,0,205,0.300000012
1.6971E+18,4.200279808,-0.064099997,0.0139,0.0032,4.610000134,10.36999989,10.5,-0.083726149,-0.002291178,4.009849944,5.423723465,348.5080209,-0.82573214,-6.886682202,107.6107038,-1,-1.751623066,3.283035856,0.091671484,21.19524193,2126,61.40000153,35.29999924,-2.7734375,0.065589783,165.6789313,162,0,0,0,205,0.300000012
1.6971E+18,4.300169984,-0.064099997,0.0139,0.0032,4.610000134,10.36999989,10.5,-0.080657821,0.000527917,3.936638023,5.30623246,348.6506256,-0.907315606,-6.886681869,107.6107042,-1,-1.751623066,3.283035856,0.091671484,21.19524193,2126,61.40000153,35.29999924,-2.7734375,0.065589783,165.6789313,162,0,0,0,210,0.300000012
1.6971E+18,4.400169984,-0.064099997,0.0139,0.0032,4.610000134,10.36999989,10.5,-0.076566677,0.002296514,3.847199593,5.191265208,348.8083463,-1.061931075,-6.886681528,107.6107045,-1,-1.94301353,3.274043228,0.066970076,21.19524193,2126,61.40000153,35.29999924,-2.7734375,0.065589783,165.6789313,165,0,0,0,210,0.300000012
1.6971E+18,4.50032,-0.0239,0.0495,0.0147,4.090000153,9.140000343,10.89999962,-0.077589493,0.002168503,3.751562612,5.081354433,348.9851466,-1.102372529,-6.886681179,107.6107048,-1,-1.94301353,3.274043228,0.066970076,21.19524193,2126,61.40000153,35.29999924,-2.7734375,0.054967809,165.6789313,165,0,0,0,210,0.300000012
1.6971E+18,4.600349952,-0.0239,0.0495,0.0147,4.090000153,9.140000343,10.89999962,-0.078612309,0.001072536,3.616303253,4.927191907,349.2917863,-1.056386846,-6.886680822,107.6107052,-1,-1.94301353,3.274043228,0.066970076,21.19524193,2126,61.40000153,35.29999924,-2.7734375,0.054967809,165.6789313,165,0,0,0,210,0.300000012
